Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Greece,GRC,1985,,15.96,-6.02,,1.666,,-1.992,
Greece,GRC,1986,,-4.566,36.992,,1.485,,15.33,
Greece,GRC,1987,,14.162,14.16,,8.622,,-14.065,
Greece,GRC,1988,,12.238,19.942,,3.277,0,-14.892,
Greece,GRC,1989,,7.508,0.85,,10.169,0,-19.696,
Greece,GRC,1990,,1.41,2.162,,7.723,100,-6.895,
Greece,GRC,1991,,-3.793,-1.214,,1.128,0,75.184,
Greece,GRC,1992,,4.344,-7.593,,1.581,300,-28.913,
Greece,GRC,1993,,-0.044,-26.253,,2.425,487.5,3.586,0
Greece,GRC,1994,,0.215,-48.844,,2.368,-21.277,13.891,0
Greece,GRC,1995,,-0.336,-7.772,,4.317,-8.108,35.783,0
Greece,GRC,1996,,-2.72,12.347,,4.136,5.882,23.208,-100
Greece,GRC,1997,,7.697,246.925,,0.823,2.778,-10.718,
Greece,GRC,1998,,4.613,309.562,,4.738,97.297,-4.25,
Greece,GRC,1999,,-3.809,79.293,,-2.46,121.918,23.54,
Greece,GRC,2000,,5.977,34.225,,4.46,178.395,-19.578,-100
Greece,GRC,2001,,3.362,-1.312,,1.577,66.539,-43.586,
Greece,GRC,2002,,-3.789,7.549,,1.024,-14.444,32.663,58.465
Greece,GRC,2003,,0.538,13.05,,4.049,55.83,69.123,-17.201
Greece,GRC,2004,,2.507,9.926,,-1.668,9.095,-2.597,16.397
Hong Kong,HKG,2011,96.224,18.95,-20.359,,0.691,-17.127,,-15.734
Hong Kong,HKG,2012,22.84,-1.567,-7.917,,-4.189,20.578,,13.411
Hong Kong,HKG,2013,29.427,6.58,-5.789,,2.154,-21.086,,2.748
Hong Kong,HKG,2014,-1.493,4.813,-3.877,,-5.163,7.011,,11.286
Hong Kong,HKG,2015,-7.09,-17.762,27.591,,9.632,-10.425,,-2.526
Hong Kong,HKG,2016,-5.514,-0.007,2.657,,3.579,-39.693,,-0.592
Hong Kong,HKG,2017,-13.18,-6.326,-0.333,,12.995,283.907,,5.133
Hong Kong,HKG,2018,-5.756,0,-3.17,,1.273,-5.756,,-8.772
Hong Kong,HKG,2019,-3.772,-1.643,3.275,,-6.471,-3.771,,10.743
Hong Kong,HKG,1966,,-13.821,,,9.736,,,
Hong Kong,HKG,1967,,-19.811,,,19.826,,,
Hong Kong,HKG,1968,,-28.235,,,9.217,,,
Hong Kong,HKG,1969,,-40.984,,,18.653,,,
Hong Kong,HKG,1970,,-41.667,,,7.919,,,
Hong Kong,HKG,1971,,28.571,,,5.484,,,
Hong Kong,HKG,1972,,-51.852,,,14.006,,,
Hong Kong,HKG,1973,,-46.154,,,3.85,,,
Hong Kong,HKG,1974,,0,,,2.373,,,
Hong Kong,HKG,1975,,-14.286,,,-5.846,,,
Hong Kong,HKG,1976,,33.333,,,18.055,,,
Hong Kong,HKG,1977,,-12.5,,,8.007,,,
Hong Kong,HKG,1978,,-28.571,,,3.926,,,
Hong Kong,HKG,1979,,-20,,,2.409,,,
Hong Kong,HKG,1980,,-50,,,2.217,,,
Hong Kong,HKG,1981,,1650,,,6.062,,,
Hong Kong,HKG,1982,,2457.143,,,-2.544,,,
Hong Kong,HKG,1983,,134.86,,,-10.951,,,
Hong Kong,HKG,1984,,30.542,,,-7.321,,,
Hong Kong,HKG,1985,,23.797,,,-5.969,,,
Hong Kong,HKG,1986,,15.72,,,-2.265,,,
Hong Kong,HKG,1987,,25.312,,,-1.909,,,
Hong Kong,HKG,1988,,15.692,,,14.711,,,
Hong Kong,HKG,1989,,7.142,,,6.645,,,
Hong Kong,HKG,1990,,-10.056,,,5.065,,,
Hong Kong,HKG,1991,,7.902,,,-0.021,,,
Hong Kong,HKG,1992,,6.007,,,28.355,,,
Hong Kong,HKG,1993,,15.807,,,4.155,,,
Hong Kong,HKG,1994,,-28.564,,,6.698,,,
Hong Kong,HKG,1995,,7.793,,,7.035,,,
Hong Kong,HKG,1996,,-25.687,6239.482,,-2.012,,,
Hong Kong,HKG,1997,,-15.614,56.142,,-1.024,,,
Hong Kong,HKG,1998,,24.31,-6.185,,-4.054,,,
Hong Kong,HKG,1999,,-14.52,10.271,,6.401,,,
Hong Kong,HKG,2000,,16.207,-9.599,,4.212,,,
Hong Kong,HKG,2001,,57.956,0.923,,18.88,,,
Hong Kong,HKG,2002,,-22.211,-4.998,,9.291,,,
Hong Kong,HKG,2003,,26.822,-35.696,,0.632,,,
Hong Kong,HKG,2004,,-6.626,44.464,,17.767,,,
Hong Kong,HKG,2005,,8.795,0.231,,-9.806,,,
Hong Kong,HKG,2006,,-0.16,9.706,,8.086,,,
Hong Kong,HKG,2007,,9.11,-6.578,,7.178,23.861,,
Hong Kong,HKG,2008,,-8.364,15.679,,-9.37,-7.285,,
Hong Kong,HKG,2009,,4.423,-2.882,,13.462,35.342,,
Hong Kong,HKG,2010,,-13.003,24.273,,8.111,-5.858,,
Hungary,HUN,2009,-0.617,-15.8,-13.341,3.461,-5.858,60.467,6.382,19.741
Hungary,HUN,2010,-0.613,5.355,7.251,1.545,-5.623,58.238,-18.05,-2.231
Hungary,HUN,2011,-0.61,0.763,-4.397,-1.089,6.146,18.061,17.365,-19.562
Hungary,HUN,2012,695.151,-3.785,-10.753,0.078,-7.776,22.445,-4.636,-11.513
Hungary,HUN,2013,210.618,-12.442,-6.774,-3.267,-1.312,-7.469,-0.602,10.028
Hungary,HUN,2014,166.395,-1.151,-10.578,1.206,11.265,-9.095,40.468,15.353
Hungary,HUN,2015,109.195,3.635,7.279,0.585,6.007,4.925,-22.722,1.041
Hungary,HUN,2016,72.026,-6.316,7.181,0.786,-0.847,-1.883,10.029,-4.732
Hungary,HUN,2017,42.191,2.214,6.404,-0.318,6.798,10.167,-15.558,3.396
Hungary,HUN,2018,76.612,-5.392,-3.138,-2.836,6.939,-20.389,0.319,5.784
Hungary,HUN,2019,122.403,-11.345,1.959,3.152,0.851,19.164,-1.266,-6.715
Hungary,HUN,1966,,-4.097,23.968,,9.832,,33.333,
Hungary,HUN,1967,,-13.247,28.349,,5.806,,-18,
Hungary,HUN,1968,,-1.3,25.858,,4.802,,8.537,
Hungary,HUN,1969,,1.496,19.05,,11.857,,6.742,
Hungary,HUN,1970,,1.628,12.145,,16.148,,-7.368,
Hungary,HUN,1971,,-3.203,4.133,,12.667,,9.091,
Hungary,HUN,1972,,-2.817,7.936,,8.953,,14.583,
Hungary,HUN,1973,,0.518,18.748,,12.511,,-8.182,
Hungary,HUN,1974,,-4.623,6.503,,9.478,,-19.802,
Hungary,HUN,1975,,-4.728,11.084,,12.811,,101.235,
Hungary,HUN,1976,,1.322,20.076,,4.757,,1.227,
Hungary,HUN,1977,,1.715,7.765,,6.323,,-9.697,
Hungary,HUN,1978,,-0.098,9.507,,10.611,,-7.383,
Hungary,HUN,1979,,0.771,5.632,,-5.776,,5.797,
Hungary,HUN,1980,,-1.942,7.911,,-2.789,,-23.288,
Hungary,HUN,1981,,0.483,2.288,,-4.448,,50,
Hungary,HUN,1982,,4.263,4.437,,-5.272,,-5.357,
Hungary,HUN,1983,,-5.991,-0.306,,-5.178,,-2.516,
Hungary,HUN,1984,,-2.69,1.843,52.285,4.718,,16.774,
Hungary,HUN,1985,,-1.782,2.09,72.066,1.851,,-14.365,
Hungary,HUN,1986,,-1.17,6.073,14.568,-7.641,,-0.645,
Hungary,HUN,1987,,-0.053,-0.722,47.98,4.833,,9.74,
Hungary,HUN,1988,,-5.645,-1.09,22.383,-7.418,,0,
Hungary,HUN,1989,,-10.428,1.879,3.317,-3.072,,-6.509,
Hungary,HUN,1990,,-3.004,-4.855,-1.152,3.834,,12.658,
Hungary,HUN,1991,,-6.879,-0.839,-0.036,-13.793,,8.989,41.176
Hungary,HUN,1992,,-9.82,-12.092,1.734,1.015,,-18.557,91.667
Hungary,HUN,1993,,-9.92,7.612,-1.203,-4.668,,5.063,-15.217
Hungary,HUN,1994,,-5.137,0.986,1.834,5.24,,-3.012,15.385
Hungary,HUN,1995,,-1.635,8.664,-0.164,-5.949,,1.242,24.444
Hungary,HUN,1996,,-1.247,11.581,1.098,-7.738,,26.994,-10.714
Hungary,HUN,1997,,-4.477,-5.164,-1.495,0.962,,4.348,6
Hungary,HUN,1998,,-2.957,0.695,-0.136,4.642,,-28.241,13.208
Hungary,HUN,1999,,4.104,1.317,1.054,-3.743,,16.774,8.333
Hungary,HUN,2000,,-6.597,-2.507,0.596,-4.016,,-1.657,0
Hungary,HUN,2001,,-4.986,10.913,-1.028,-1.959,,3.816,6.993
Hungary,HUN,2002,,-3.515,0.933,-1.862,-3.722,-0.645,3.628,-40.387
Hungary,HUN,2003,,2.336,9.949,-21.577,-4.592,297.436,-12.421,280.876
Hungary,HUN,2004,,-5.18,-1.462,7.501,3.203,49.044,19.119,347.442
Hungary,HUN,2005,,-11.069,3.259,15.371,15.854,65.612,-2.087,127.242
Hungary,HUN,2006,,0.38,-5.269,-3.308,5.511,327.296,-8.5,-24.243
Hungary,HUN,2007,,1.695,-6.563,8.352,-0.37,154.215,12.198,22.882
Hungary,HUN,2008,,-2.864,-1.345,0.334,-4.992,85.206,0.799,23.222
Iceland,ISL,1966,,-26.367,,,7.816,,-2.622,
Iceland,ISL,1967,,-23.144,,,-2.968,,6.507,
Iceland,ISL,1968,,-21.022,,,6.775,,3.371,
Iceland,ISL,1969,,-29.497,,,-8.291,,25.215,
Iceland,ISL,1970,,-33.163,,,2.194,,64.272,535.032
Iceland,ISL,1971,,-31.298,,,8.919,,8.967,-0.48
Iceland,ISL,1972,,-27.778,,,7.144,,10.587,80.038
Iceland,ISL,1973,,-36.923,,,15.791,,28.098,11.706
Iceland,ISL,1974,,-19.513,,,-6.671,,3.54,-76.236
Iceland,ISL,1975,,-32.891,,,-6.068,,-2.329,219.023
Iceland,ISL,1976,,1.724,,,0.469,,6.524,3.625
Iceland,ISL,1977,,-8.898,,,4.584,,7.244,-15.18
Iceland,ISL,1978,,-15.349,,,5.373,,3.385,13.388
Iceland,ISL,1979,,8534.066,,,-2.905,,8.219,149.549
Iceland,ISL,1980,,33.333,,,-6.957,,8.304,-2.099
Iceland,ISL,1981,,70,,,-2.397,,1.025,175.638
Iceland,ISL,1982,,-6.733,,,-8.613,,10.459,29.103
Iceland,ISL,1983,,42.928,,,-2.839,,5.307,8.018
Iceland,ISL,1984,,38.207,,,4.345,,4.181,0.885
Iceland,ISL,1985,,6.914,,,-0.339,,-2.006,-1.155
Iceland,ISL,1986,,12.639,,,1.438,,4.884,24.006
Iceland,ISL,1987,,-20.239,,,8.142,,1.879,10.265
Iceland,ISL,1988,,0.838,,,4.539,,6.387,4.9
Iceland,ISL,1989,,6.83,,,6.969,,1.182,4.845
Iceland,ISL,1990,,-4.612,,,1.954,,-1.412,9.865
Iceland,ISL,1991,,3.159,,,-6.107,,0,-5.615
Iceland,ISL,1992,,-21.225,,,7.768,,3.626,-13.952
Iceland,ISL,1993,,3.297,,,3.754,,3.641,10.664
Iceland,ISL,1994,,-1.203,,,1.308,,1.083,1.61
Iceland,ISL,1995,,17.629,,,0.606,,3.723,11.539
Iceland,ISL,1996,,-0.944,,,11.733,,1.82,19.071
Iceland,ISL,1997,,3.719,,,-1.864,,9.218,8.725
Iceland,ISL,1998,,-10.228,,,2.454,,7.965,74.941
Iceland,ISL,1999,,16.957,,,-0.17,,7.591,74.007
Iceland,ISL,2000,,38.29,,,1.928,,5.108,16.465
Iceland,ISL,2001,,8.484,,,-6.154,,2.825,8.98
Iceland,ISL,2002,,-0.389,,,4.024,,5.373,-2.045
Iceland,ISL,2003,,-1.823,,,1.074,,0.95,-2.429
Iceland,ISL,2004,,4.762,,,4.604,,0.058,4.86
Iceland,ISL,2005,,-4.545,,,1.843,,-2.258,11.208
Iceland,ISL,2006,,2.381,,,1.676,,3.248,57.685
Iceland,ISL,2007,,6.977,,,0.323,,14.437,35.162
Iceland,ISL,2008,,-13.043,,,-7.412,,47.136,12.071
Iceland,ISL,2009,,-7.5,,,-7.305,,-1.802,12.062
Iceland,ISL,2010,,5.405,,,-4.23,,1.918,-2.529
Iceland,ISL,2011,,0,,,-1.352,,-1.283,4.646
Iceland,ISL,2012,,2.308,,,-1.077,-100,-1.96,10.134
Iceland,ISL,2013,,15.038,,,4.513,,3.638,0.075
Iceland,ISL,2014,,-18.083,,,4.584,51.973,-0.52,-0.724
Iceland,ISL,2015,,10.638,,,9.103,29.143,6.414,-5.062
Iceland,ISL,2016,,16.346,,,10.101,-15.962,-2.836,0.686
Iceland,ISL,2017,,-0.826,,,11.68,-12.277,3.76,1.419
Iceland,ISL,2018,,0,,,6.154,-46.628,-2.324,15.574
Iceland,ISL,2019,,0,,,-12.622,49.972,-2.928,-0.224
India,IND,1996,500.001,2.873,9.149,10.331,7.949,76.925,-9.04,34.118
India,IND,1997,0,4.614,8.722,19.884,6.918,12.48,1.67,29.825
India,IND,1998,0,3.327,9.744,12.9,7.107,9.211,19.116,31.667
India,IND,1999,0,-0.938,2.466,11.932,9.147,34.013,-1.654,30.448
India,IND,2000,16.667,6.369,5.137,23.889,5.125,9.405,-6.394,0
India,IND,2001,56.123,0.833,0.257,19.009,0.551,30.939,-7.059,21.923
India,IND,2002,17.419,4.447,4.431,1.796,6.586,-0.645,-5.443,2.752
India,IND,2003,22.288,4.736,7.052,-6.858,2.61,24.114,0.448,25.947
India,IND,2004,11.784,6.388,7.888,16.421,2.666,99.354,44.301,21.408
India,IND,2005,-0.633,9.475,11.922,-17.13,1.836,13.925,-3.808,20.976
India,IND,2006,-60.649,3.84,4.52,-1.163,5.064,54.875,14.873,37.588
India,IND,2007,714.324,9.455,8.175,0.502,7.513,24.338,8.195,31.676
India,IND,2008,6.116,8.015,3.034,-15.117,4.845,22.307,-6.655,24.871
India,IND,2009,18.313,8.316,22.808,9.728,5.247,12.466,-8.238,24.383
India,IND,2010,49.742,3.401,20.065,36.419,2.258,18.844,1.635,22.035
India,IND,2011,627.396,4.907,2.246,38.753,4.672,22.357,20.376,19.15
India,IND,2012,152.271,8.324,-7.608,2.22,5.942,13.836,-12.627,15.628
India,IND,2013,62.569,6.908,-11.993,-0.097,0.67,8.727,13.311,12.072
India,IND,2014,42.138,9.854,-1.056,3.512,2.912,10.821,4.683,9.121
India,IND,2015,32.966,1.994,-1.432,9.784,8.054,-2.715,-4.681,4.005
India,IND,2016,74.946,1.856,6.242,-1.656,9.676,31.93,-4.247,-4.447
India,IND,2017,85.34,3.563,5.797,-1.856,3.71,20.396,5.195,0.178
India,IND,2018,67.647,6.305,8.106,3.763,4.886,13.935,2.183,4.135
India,IND,2019,26.88,0.336,2.736,15.226,2.892,4.592,15.483,-3.581
India,IND,1966,,-0.24,12.255,,11.67,,4.427,
India,IND,1967,,1.666,33.624,,3.174,,11.901,
India,IND,1968,,3.468,11.111,,12.052,,15.41,
India,IND,1969,,6.228,20,,20.107,,11.028,
India,IND,1970,,-5.215,33.37,80.488,-0.455,,6.052,
India,IND,1971,,1.388,5.969,-25.676,7.246,,9.685,
India,IND,1972,,5.602,9.688,-5,7.829,,-2.939,
India,IND,1973,,-1.333,-0.262,111.483,5.555,,6.492,
India,IND,1974,,12.874,13.185,-7.919,-1.956,,-3.778,
India,IND,1975,,7.497,28.021,19.165,2.412,,19.473,
India,IND,1976,,4.131,21.48,23.918,5.454,,4.612,
India,IND,1977,,4.684,6.801,-30.283,7.429,,9.105,
India,IND,1978,,-3.225,11.689,22.196,8.675,,24.07,
India,IND,1979,,6.235,24.367,3.711,7.915,,-3.572,
India,IND,1980,,5.111,-40.857,4.331,1.988,,2.35,
India,IND,1981,,12.52,74.581,0.722,7.653,,6.568,
India,IND,1982,,-1.11,31.103,-12.545,4.191,,-15.611,
India,IND,1983,,6.151,18.983,42.623,5.133,,-3.643,
India,IND,1984,,5.04,14.527,31.322,7.362,,11.738,
India,IND,1985,,4.776,22.319,11.597,8.504,,-3.482,
India,IND,1986,,7.446,39.724,11.373,5.143,,1.459,
India,IND,1987,,9.812,15.193,5.986,3.217,,-6.86,
India,IND,1988,,7.308,17.143,14.203,9.743,,11.544,
India,IND,1989,,8.694,18.894,-33.818,8.317,,16.03,
India,IND,1990,,8.143,19.63,59.011,3.858,,4.777,
India,IND,1991,,6.415,11.37,-15.342,1.624,272.603,11.329,152.941
India,IND,1992,,5.919,11.803,18.286,5.254,-21.646,-5.219,25.581
India,IND,1993,,3.572,1.61,-2.761,1.052,7.121,0.959,111.111
India,IND,1994,,3.2,8.112,-20.582,7.396,101.836,13.402,50.877
India,IND,1995,,6.136,14.006,53.977,11.523,159.551,-5.35,48.256
Indonesia,IDN,2009,-0.617,5.277,6.062,,1.213,1250.868,-1.862,11.184
Indonesia,IDN,2010,416.81,19.016,4.624,,6.497,-1.426,52.401,0.215
Indonesia,IDN,2011,47.174,18.743,-2.982,,12.685,28.06,-29.291,0.189
Indonesia,IDN,2012,288.54,13.093,0.554,,2.866,-2.301,2.437,0.137
Indonesia,IDN,2013,81.624,7.535,3.57,,0.932,-97.844,31.422,-1.07
Indonesia,IDN,2014,23.077,-20.861,-1.042,,0.644,-100,-10.945,6.233
Indonesia,IDN,2015,-22.928,13.378,3.891,,-7.8,,-9.91,0.663
Indonesia,IDN,2016,297.068,4.303,-2.458,,0.868,52.874,35.121,5.818
Indonesia,IDN,2017,36.933,7.156,-3.171,,5.215,-100,-0.825,18.549
Indonesia,IDN,2018,-31.59,18.602,3.039,,3.885,,-10.216,9.387
Indonesia,IDN,2019,216.881,20,-1.597,,0.158,-0.369,0.609,8.876
Indonesia,IDN,1966,,22.481,2,,-3.693,,30.024,
Indonesia,IDN,1967,,-29.747,22.157,,-3.523,,12.291,
Indonesia,IDN,1968,,-25.225,1.605,,5.781,,23.549,
Indonesia,IDN,1969,,20.482,88.468,,7.061,,4.564,
Indonesia,IDN,1970,,-13,3.856,,6.103,,21.566,
Indonesia,IDN,1971,,14.943,1.13,,3.644,,-67.054,
Indonesia,IDN,1972,,0,-1.915,,8.148,,-10.577,
Indonesia,IDN,1973,,-33,-34.906,,19.377,,26.165,
Indonesia,IDN,1974,,8.955,40.875,,4.471,,10.795,
Indonesia,IDN,1975,,27.397,106.744,,14.687,,4.872,
Indonesia,IDN,1976,,0,0.858,,7.738,,-41.32,
Indonesia,IDN,1977,,7.527,112.766,,17.914,,66.25,
Indonesia,IDN,1978,,33,15.6,,10.364,,-28.571,
Indonesia,IDN,1979,,50.376,29.066,,9.072,,11.228,
Indonesia,IDN,1980,,26.5,-5.764,,11.897,,-9.464,
Indonesia,IDN,1981,,6.719,-0.142,,11.642,,-0.348,
Indonesia,IDN,1982,,-5.556,-4.986,,3.933,,9.091,
Indonesia,IDN,1983,,0,34.183,,-1.94,,50.321,
Indonesia,IDN,1984,,4.706,16.76,,5.301,,9.168,
Indonesia,IDN,1985,,237.079,18.278,,-1.527,,22.266,
Indonesia,IDN,1986,,60.667,7.848,,8.858,,61.022,
Indonesia,IDN,1987,,56.777,3.451,,3.922,,2.877,
Indonesia,IDN,1988,,4.455,6.164,,5.155,,9.836,
Indonesia,IDN,1989,,50.084,11.954,,5.884,,24.759,
Indonesia,IDN,1990,,-3.738,3.229,,14.794,,3.383,
Indonesia,IDN,1991,,1.202,15.115,,6.08,,14.12,-6.738
Indonesia,IDN,1992,,22.065,9.059,,7.873,,30.183,3.26
Indonesia,IDN,1993,,16.573,6.074,,5.086,,-7.821,0.574
Indonesia,IDN,1994,,0.035,18.427,,2.65,,-10.214,46.882
Indonesia,IDN,1995,,10.051,5.447,,6.554,,3.886,37.946
Indonesia,IDN,1996,,19.201,4.104,,6.562,,6.406,5.891
Indonesia,IDN,1997,,23.328,4.308,,10.754,,-33.529,16.455
Indonesia,IDN,1998,,7.315,-3.587,,-4.687,,76.682,20.456
Indonesia,IDN,1999,,37.636,8.672,,4.612,,0.157,19.907
Indonesia,IDN,2000,,11.759,1.58,,12.36,,-3.505,23.642
Indonesia,IDN,2001,,26.957,3.422,,1.391,,15.608,23.048
Indonesia,IDN,2002,,3.151,8.698,,3.641,,-15.325,2.791
Indonesia,IDN,2003,,34.237,6.616,,1.375,,-8.983,0.292
Indonesia,IDN,2004,,-8.128,-8.484,,6.571,,5.642,5.098
Indonesia,IDN,2005,,14.603,0.529,,-0.772,,10.162,-1.387
Indonesia,IDN,2006,,18.487,1.972,,-4.798,,-10.839,0.257
Indonesia,IDN,2007,,25.462,-6.654,,5.705,,16.549,4.81
Indonesia,IDN,2008,,-13.009,14.585,,-2.632,1241.616,1.512,17.699
Iran,IRN,2007,-0.625,4.244,12.07,,2.412,11.747,-3.578,
Iran,IRN,2008,98.758,-25.119,6.102,,4.665,38.101,-58.841,
Iran,IRN,2009,49.074,15.756,7.161,,-0.95,14.813,-10.171,
Iran,IRN,2010,131.902,-5.294,7.118,,-8.819,-8.215,51.556,496.317
Iran,IRN,2011,-0.61,11.009,6.097,,2.085,1.579,3.578,114.371
Iran,IRN,2012,-0.606,-21.276,-0.422,1221.94,2.189,-4.889,16.307,2.105
Iran,IRN,2013,-0.602,27.689,0.845,190.719,9.004,2.803,16.269,-15.116
Iran,IRN,2014,-0.599,13.934,12.719,-4.789,-6.875,-6.997,-1.414,140.004
Iran,IRN,2015,113.01,-4.521,6.124,-14.834,-11.145,21.78,-9.176,-65.23
Iran,IRN,2016,231.361,-3.088,6.684,81.439,2.604,8.479,15.686,32.951
Iran,IRN,2017,1606.004,8.823,6.517,6.839,0.73,15.194,11.079,11.451
Iran,IRN,2018,54.329,-19.564,7.184,-1.617,1.506,8.244,-34.28,-0.585
Iran,IRN,2019,27.707,-6.681,-0.231,-7.238,10.813,6.768,153.315,-0.369
Iran,IRN,1966,,9.953,4.843,,9.274,,7.455,
Iran,IRN,1967,,10.345,4.837,,10.421,,7.656,
Iran,IRN,1968,,10.156,6.816,,10.174,,7.556,
Iran,IRN,1969,,10.284,17.339,,9.081,,7.645,
Iran,IRN,1970,,10.289,137.131,,7.947,,7.678,
Iran,IRN,1971,,-29.548,15.745,,9.504,,7.487,
Iran,IRN,1972,,56.243,14.468,,11.186,,31.343,
Iran,IRN,1973,,68.142,21.465,,19.965,,-15.278,
Iran,IRN,1974,,9.52,1.675,,15.891,,10.134,
Iran,IRN,1975,,85.249,2.02,,17.086,,5.007,
Iran,IRN,1976,,-1.165,12.643,,13.162,,11.856,
Iran,IRN,1977,,1.164,2.261,,16.103,,3.341,
Iran,IRN,1978,,-38.897,-22.559,,0.325,,56.633,
Iran,IRN,1979,,44.343,33.972,,5.135,,-13.31,
Iran,IRN,1980,,5.312,-10.932,,-7.969,,3.695,
Iran,IRN,1981,,-16.494,8.657,,-0.678,,9.184,
Iran,IRN,1982,,34.877,36.953,,8.886,,4.931,
Iran,IRN,1983,,-5.649,14.286,,21.666,,-2.142,
Iran,IRN,1984,,-22.687,16.407,,8.209,,-6.497,
Iran,IRN,1985,,-1.617,7.88,,9.922,,0.815,
Iran,IRN,1986,,-1.509,-3.933,,-7.752,,19.512,
Iran,IRN,1987,,-1.633,22.42,,4.357,,10.865,
Iran,IRN,1988,,3.193,8.565,,5.033,,5.502,
Iran,IRN,1989,,-26.533,26.274,,7.448,,-18.36,
Iran,IRN,1990,,0.024,45.987,,3.588,,9.641,
Iran,IRN,1991,,42.74,16.372,,6.174,,-24.035,
Iran,IRN,1992,,-11.927,15.029,,6.531,,64.152,
Iran,IRN,1993,,22.926,-45.891,,8.515,,14.439,
Iran,IRN,1994,,0.402,58.088,,3.928,,-34.53,
Iran,IRN,1995,,-6.342,22.075,,0.137,,20.693,
Iran,IRN,1996,,4.609,17.608,,4.218,,5.899,
Iran,IRN,1997,,2.498,6.065,,3.288,,-32.596,
Iran,IRN,1998,,16.448,16.298,,-3.615,,26.039,
Iran,IRN,1999,,-4.832,18.908,,0.716,,-31.317,
Iran,IRN,2000,,6.273,8.128,,3.468,4.286,-26.483,
Iran,IRN,2001,,-1.963,11.931,,0.894,-8.271,8.311,
Iran,IRN,2002,,-5.251,17.567,,0.602,-10.669,93.118,
Iran,IRN,2003,,8.349,2.629,,1.203,-9.495,18.903,
Iran,IRN,2004,,4.68,16.168,,3.004,66.685,23.665,
Iran,IRN,2005,,13.346,4.065,,10.099,52.162,20.31,
Iran,IRN,2006,,-3.475,9.003,,9.033,75.616,27.302,
Iraq,IRQ,2014,23.017,,6.478,,-5.202,,-38.85,
Iraq,IRQ,2015,-0.587,,-3.051,,0.461,,-10.73,
Iraq,IRQ,2016,-0.592,,35.536,,11.575,,31.622,
Iraq,IRQ,2017,-0.588,,15.474,,-4.65,,-35.831,
Iraq,IRQ,2018,-0.585,,27.773,,-1.261,,-16.958,
Iraq,IRQ,2019,-0.369,,36.457,,1.67,,35.812,
Iraq,IRQ,1966,,,21.888,,8.207,,31.25,
Iraq,IRQ,1967,,,-20.264,,8.254,,14.286,
Iraq,IRQ,1968,,,0.207,,8.388,,20.833,
Iraq,IRQ,1969,,,57.113,,8.093,,10.345,
Iraq,IRQ,1970,,,2.362,,35.225,,21.875,
Iraq,IRQ,1971,,,18.59,,7.205,,16.038,
Iraq,IRQ,1972,,,1.081,,23.849,,0,
Iraq,IRQ,1973,,,-2.674,,-3.029,,45,
Iraq,IRQ,1974,,,-8.132,,-0.712,,37.931,
Iraq,IRQ,1975,,,54.904,,0.039,,15.25,
Iraq,IRQ,1976,,,39.382,,24.808,,-0.434,
Iraq,IRQ,1977,,,-34.737,,16.74,,23.312,
Iraq,IRQ,1978,,,3.65,,-6.181,,25.088,
Iraq,IRQ,1979,,,43.407,,20.535,,45.763,
Iraq,IRQ,1980,,,-26.842,,34.18,,-33.14,
Iraq,IRQ,1981,,,-51.6,,7.279,,-11.594,
Iraq,IRQ,1982,,,9.677,,4.219,,-1.639,
Iraq,IRQ,1983,,,-30.882,,13.798,,0,
Iraq,IRQ,1984,,,25.532,,9.162,,1.667,
Iraq,IRQ,1985,,,44.068,,17.186,,0,
Iraq,IRQ,1986,,,82.353,,6.744,,-1.639,
Iraq,IRQ,1987,,,141.935,,3.607,,333.333,
Iraq,IRQ,1988,,,49.333,,9.397,,0,
Iraq,IRQ,1989,,,15.179,,11.571,,0,
Iraq,IRQ,1990,,,-38.295,,-0.211,,78.856,
Iraq,IRQ,1991,,,-56.281,,-26.252,,-53.87,
Iraq,IRQ,1992,,,30.46,,56.901,,143.292,
Iraq,IRQ,1993,,,12.335,,39.373,,18.062,
Iraq,IRQ,1994,,,24.314,,14.448,,1.396,
Iraq,IRQ,1995,,,0,,-2.788,,13.956,
Iraq,IRQ,1996,,,2.208,,4.669,,-8.853,
Iraq,IRQ,1997,,,-5.864,,20.099,,1.829,
Iraq,IRQ,1998,,,-3.279,,-32.834,,-6.212,
Iraq,IRQ,1999,,,7.797,,-27.23,,-42.573,
Iraq,IRQ,2000,,,-0.943,,33.583,,-10.185,
Iraq,IRQ,2001,,,-12.381,,15.265,,15.028,
Iraq,IRQ,2002,,,-14.493,,-5.666,,22.416,
Iraq,IRQ,2003,,,-33.898,,-5.855,,3.627,
Iraq,IRQ,2004,,,-35.897,,8.449,,20.131,
Iraq,IRQ,2005,,,45,,-5.131,,-15.428,
Iraq,IRQ,2006,,,0,,2.293,,1.339,
Iraq,IRQ,2007,,,229.797,,-4.185,,-9.077,
Iraq,IRQ,2008,,,42.146,,-0.989,,-36.189,
Iraq,IRQ,2009,,,6.118,,13.421,,-4.069,
Iraq,IRQ,2010,,,4.123,,6.604,,26.948,
Iraq,IRQ,2011,,,-11.679,,9.873,,-6.536,
Iraq,IRQ,2012,,,0.626,,6.79,,28.556,
Iraq,IRQ,2013,,,11.532,,7.145,,4.186,
