Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Mexico,MEX,2010,14.111,23.694,1.344,-44.356,0.434,106.507,38.201,-1.944
Mexico,MEX,2011,31.451,15.669,7.213,70.561,1.667,32.213,-2.984,-1.666
Mexico,MEX,2012,67.273,-12.877,4.018,-13.606,1.614,122.405,-12.553,-8.782
Mexico,MEX,2013,52.698,-0.696,5.623,33.744,-2.772,12.771,-12.717,7.65
Mexico,MEX,2014,107.242,-0.194,1.354,-18.48,-4.527,52.65,37.966,-3.119
Mexico,MEX,2015,10.65,-0.195,2.453,18.921,-1.149,35.275,-21.045,3.645
Mexico,MEX,2016,1.944,-2.043,2.782,-9.264,0.726,17.971,-1.217,-2.096
Mexico,MEX,2017,367.554,22.208,3.617,2.382,-3.712,1.727,3.137,4.866
Mexico,MEX,2018,166.446,-10.867,1.791,24.691,-3.03,22.527,1.406,-10.045
Mexico,MEX,2019,289.731,-10.517,3.532,-17.876,-5.53,33.96,-27.036,10.401
Mexico,MEX,1966,,6.666,5.538,,4.789,,14.16,
Mexico,MEX,1967,,22.701,-14.001,,7.103,,8.885,
Mexico,MEX,1968,,4.828,7.371,,8.742,,14.75,
Mexico,MEX,1969,,1.368,24.021,,5.682,,6.043,
Mexico,MEX,1970,,12.15,2.262,,7.524,,11.927,
Mexico,MEX,1971,,25.543,3.932,,6.046,,-2.886,
Mexico,MEX,1972,,10.523,6.936,,12.604,,6.581,
Mexico,MEX,1973,,7.205,10.802,,7.016,,5.409,
Mexico,MEX,1974,,10.477,5.215,,12.967,,2.059,187.578
Mexico,MEX,1975,,14.861,1.737,,10.345,,-9.133,11.879
Mexico,MEX,1976,,-23.259,-1.93,,10.153,,13.654,11.776
Mexico,MEX,1977,,43.834,5.544,,3.216,,11.232,2.245
Mexico,MEX,1978,,4.263,25.78,,12.587,,-15.506,1.014
Mexico,MEX,1979,,-1.76,21.394,,7.317,,11.044,70.401
Mexico,MEX,1980,,1.255,7.398,,11.472,,-6.097,-10.206
Mexico,MEX,1981,,-11.61,8.418,,9.474,,45.582,5.355
Mexico,MEX,1982,,19.759,7.513,,3.543,,-6.881,34.44
Mexico,MEX,1983,,13.847,3.17,,-2.566,,-9.558,4.398
Mexico,MEX,1984,,0.285,0.144,,5.852,,13.843,5.248
Mexico,MEX,1985,,8.4,2.493,,4.145,,20.439,15.239
Mexico,MEX,1986,,10.264,-11.028,,1.239,,-25.081,106.825
Mexico,MEX,1987,,-3.289,1.764,,4.869,,-9.449,30.171
Mexico,MEX,1988,,-5.354,1.746,,-0.246,,13.227,4.866
Mexico,MEX,1989,,10.693,-2.221,,7.014,,16.111,0.907
Mexico,MEX,1990,,-0.84,8.151,689.516,4.442,,-3.444,9.604
Morocco,MAR,2003,-0.641,-3.577,-4.167,,0.055,3.92,70.127,
Morocco,MAR,2004,-0.637,10.615,28.261,,15.539,-2.548,9.673,
Morocco,MAR,2005,-0.633,4.862,554.237,,8.665,3.064,-39.76,
Morocco,MAR,2006,-0.629,1.686,24.093,,1.407,-11.756,1.205,
Morocco,MAR,2007,-0.625,-16.252,12.806,,4.549,51.286,-8.767,
Morocco,MAR,2008,-0.621,13.352,-1.247,,10.237,6.256,0.899,
Morocco,MAR,2009,-0.617,-26.155,9.854,,1.048,30.344,178.712,
Morocco,MAR,2010,-0.613,3.004,8.011,,11.227,67.415,34.195,
Morocco,MAR,2011,-0.61,6.819,26.574,,6.699,4.429,-42.523,
Morocco,MAR,2012,-0.338,1.573,33.741,,0.621,4.534,-19.163,
Morocco,MAR,2013,-0.87,-0.764,-3.035,,1.149,65.877,69.726,
Morocco,MAR,2014,-0.599,34.528,-3.084,,-4.731,57.402,-41.559,
Morocco,MAR,2015,5509.408,10.103,1.822,,-2.261,30.18,14.436,
Morocco,MAR,2016,6902.183,-3.638,1.625,,2.406,18.375,-33.779,
Morocco,MAR,2017,2.829,3.945,-0.776,,5.879,0.565,-6.208,
Morocco,MAR,2018,127.45,15.664,-9.624,,-2.393,25.812,42.105,
Morocco,MAR,2019,65.829,29.423,-5.24,,2.585,21.9,-25.706,
Morocco,MAR,1966,,53.328,0,,43.021,,-13.108,
Morocco,MAR,1967,,-0.422,0,,9.865,,-11.575,
Morocco,MAR,1968,,-10.133,0,,9.74,,13.519,
Morocco,MAR,1969,,-0.069,0,,8.248,,29.301,
Morocco,MAR,1970,,14.659,0,,4.669,,-1.608,
Morocco,MAR,1971,,4.624,3.244,,5.537,,12.927,
Morocco,MAR,1972,,23.591,8.313,,6.399,,5,
Morocco,MAR,1973,,-0.923,25.046,,19.598,,-25.313,
Morocco,MAR,1974,,-0.963,14.738,,7.217,,12.164,
Morocco,MAR,1975,,13.662,-11.532,,3.518,,-24.009,
Morocco,MAR,1976,,8.5,11.841,,9.2,,-1.772,
Morocco,MAR,1977,,-5.565,8.935,,12.764,,36.774,
Morocco,MAR,1978,,0.808,-5.587,,7.254,,3.736,
Morocco,MAR,1979,,-2.458,-7.397,,13.411,,11.723,
Morocco,MAR,1980,,-4.146,-12.237,,1.312,,-4.235,
Morocco,MAR,1981,,6.241,28.389,,-1.657,,-32.409,
Morocco,MAR,1982,,11.406,-7.21,,5.251,,-44.141,
Morocco,MAR,1983,,23.873,5.593,,1.023,,-15.909,
Morocco,MAR,1984,,-14.116,-0.123,,3.996,,-23.909,
Morocco,MAR,1985,,32.116,13.007,,-0.42,,32.787,
Morocco,MAR,1986,,35.801,-3.191,,-1.736,,32.305,
Morocco,MAR,1987,,16.018,-18.738,,-0.031,,28.305,
Morocco,MAR,1988,,-1.342,2.185,,6.892,,13.455,
Morocco,MAR,1989,,10.398,-26.128,,9.747,,23.611,
Morocco,MAR,1990,,-3.521,-7.488,,3.5,,5.445,
Morocco,MAR,1991,,8.942,-35.997,,0.109,,0.492,
Morocco,MAR,1992,,-7.286,-34.291,,17.997,,-21.37,
Morocco,MAR,1993,,9.214,-2.241,,1.729,,-54.046,
Morocco,MAR,1994,,11.497,-2.299,,8.717,,89.616,
Morocco,MAR,1995,,21.142,-36.71,,-5.303,,-27.262,
Morocco,MAR,1996,,27.985,27.147,,-5.726,,220.295,
Morocco,MAR,1997,,-4.737,84.332,,6.352,,6.438,
Morocco,MAR,1998,,19.287,9.749,,-0.896,,-14.69,
Morocco,MAR,1999,,-4.379,16.554,,10.185,,-53.573,
Morocco,MAR,2000,,18.23,15.179,,-6.47,,-12.97,
Morocco,MAR,2001,,27.114,-1.074,,0.185,219.474,19.318,
Morocco,MAR,2002,,-0.557,20.973,,4.064,-6.39,-2.984,
Netherlands,NLD,1993,0,0.893,2.848,3.895,-1.191,18.367,-23.333,14.761
Netherlands,NLD,1994,-99,6.49,-3.424,0.481,-0.631,36.782,8.696,8.806
Netherlands,NLD,1995,9900,3.324,2.72,1.286,5.523,33.193,-12,8.307
Netherlands,NLD,1996,100,-3.485,10.824,3.534,-0.022,37.855,-9.091,29.4
Netherlands,NLD,1997,0,-2.778,-6.303,-42.115,3.883,8.696,15,11.17
Netherlands,NLD,1998,75,2,-1.252,58.185,1.187,34.737,22.076,8.7
Netherlands,NLD,1999,50.571,-12.325,-2.297,0.502,1.919,0.781,-19.643,12.454
Netherlands,NLD,2000,46.3,3.834,0.279,2.377,1.437,28.527,57.778,12.573
Netherlands,NLD,2001,68.291,6.462,2.019,0.703,4.841,-1.129,-18.14,16.368
Netherlands,NLD,2002,29.633,0.578,-1.01,-2.122,0.458,13.927,-7.156,22.475
Netherlands,NLD,2003,79.243,3.448,0.691,2.011,0.148,38.43,-34.728,-12.92
Netherlands,NLD,2004,7.121,-1.389,2.386,-5.483,4.605,40.752,32.072,29.683
Netherlands,NLD,2005,2.542,-4.507,-2.864,3.928,6.152,10.012,-8.659,57.698
Netherlands,NLD,2006,2.346,-4.72,-3.973,-13.755,-0.413,31.437,18.792,-2.187
Netherlands,NLD,2007,0.755,8.978,-2.519,20.309,2.9,24.928,1.076,-22.967
Netherlands,NLD,2008,8.22,-5.398,4.08,-1.365,-4.909,23.127,-7.123,25.459
Netherlands,NLD,2009,13.579,-5.706,2.4,1.277,-4.469,6.968,-3.378,19.485
Netherlands,NLD,2010,32.93,0.637,13.057,-7.144,1.859,-13.413,6.486,14.789
Netherlands,NLD,2011,67.775,-1.361,-12.47,3.687,1.209,26.947,-45.614,-0.251
Netherlands,NLD,2012,151.35,9.881,-4.018,-6.032,-5.048,-2.912,82.027,1.078
Netherlands,NLD,2013,102.083,0.058,-0.438,-26.599,-4.983,12.273,8.847,-17.845
Netherlands,NLD,2014,51.204,10.622,-11.861,40.678,-4.589,2.407,-2.674,-16.306
Netherlands,NLD,2015,42.06,21.63,-1.136,-0.918,-2.38,29.455,-17.403,-2.245
Netherlands,NLD,2016,38.224,-7.33,3.146,-3.462,3.194,7.579,6.975,-1.104
Netherlands,NLD,2017,40.525,-10.367,2.884,-14.59,-3.792,28.593,-39.648,-6.775
Netherlands,NLD,2018,66.557,-10.235,-2.22,2.696,2.52,-0.633,18.381,-1.538
Netherlands,NLD,2019,39.995,-22.484,4.182,10.828,-1.708,8.064,2.157,23.215
Netherlands,NLD,1966,,-8.895,90.741,,8.44,,,
Netherlands,NLD,1967,,-3.846,76.699,,2.209,,,
Netherlands,NLD,1968,,-5.231,68.132,,7.864,,,
Netherlands,NLD,1969,,-14.935,47.386,1025,9.068,,,
Netherlands,NLD,1970,,-26.718,40.798,16.825,11.195,,,
Netherlands,NLD,1971,,-24.479,30.709,10.054,-1.222,,,
Netherlands,NLD,1972,,-14.483,30.12,-19.506,11.558,,,
Netherlands,NLD,1973,,1.613,11.204,239.877,3.206,,,
Netherlands,NLD,1974,,-4.762,6.411,195.758,-14.265,,,
Netherlands,NLD,1975,,-15.833,4.304,1.77,-1.396,,,
Netherlands,NLD,1976,,24.752,3.826,16.102,12.539,,,8.593
Netherlands,NLD,1977,,4.762,0.361,-4.184,-4.026,,,-0.573
Netherlands,NLD,1978,,14.394,0.216,9.434,2.169,,,39.677
Netherlands,NLD,1979,,-4.636,-0.431,-14.064,7.746,,,-8.671
Netherlands,NLD,1980,,15.972,-8.586,20.378,-6.477,,,-7.414
Netherlands,NLD,1981,,10.778,-4.815,-12.905,-6.935,,,5.957
Netherlands,NLD,1982,,15.676,-4.478,6.534,-12.603,,,-75.576
Netherlands,NLD,1983,,3.271,6.944,-7.904,-5.236,,,-12.83
Netherlands,NLD,1984,,20.814,6.25,3.399,-1.281,,,-92.641
Netherlands,NLD,1985,,-0.375,5.424,5.066,1.186,,,2494.118
Netherlands,NLD,1986,,3.008,-0.29,8.13,10.88,,0,25.397
Netherlands,NLD,1987,,5.474,3.198,-15.655,0.716,100,-66.667,26.944
Netherlands,NLD,1988,,19.723,-9.577,3.346,6.104,700,100,18.946
Netherlands,NLD,1989,,-0.867,2.57,9.361,-1.327,43.75,1750,7.784
Netherlands,NLD,1990,,6.706,0.607,-12.864,3.785,143.478,129.73,-25.556
Netherlands,NLD,1991,,-7.923,11.585,-4.94,-4.007,57.143,22.353,11.94
Netherlands,NLD,1992,,-0.297,-2.624,14.148,4.994,67.045,15.385,0.267
New Zealand,NZL,2008,0.83,24.093,-7.341,,0.887,13.12,-6.057,15.132
New Zealand,NZL,2009,3.244,-23.101,2.82,,-3.872,38.631,7.699,13.862
New Zealand,NZL,2010,5.994,-14.597,9.572,,0.052,10.205,1.476,17.713
New Zealand,NZL,2011,7.135,1.23,-8.742,,2.932,18.82,0.934,3.36
New Zealand,NZL,2012,16.159,24.6,11.019,,-1.597,5.588,-9.37,0.579
New Zealand,NZL,2013,42.498,-11.812,4.883,,0.793,-3.343,-0.028,2.844
New Zealand,NZL,2014,165.584,-7.65,11.401,,1.927,8.71,4.965,11.644
New Zealand,NZL,2015,95.25,0.991,-6.725,,4.303,6.279,0.271,6.696
New Zealand,NZL,2016,54.87,-17.257,-1.406,,2.243,-1.998,5.052,-0.427
New Zealand,NZL,2017,34.222,5.366,2.874,,4.302,-11.008,-3.438,-0.522
New Zealand,NZL,2018,29.412,3.797,-10.663,,0.451,-1.468,3.798,-1.659
New Zealand,NZL,2019,27.236,14.228,8.859,,0.419,8.658,-3.038,0.513
New Zealand,NZL,1966,,-2.736,,,10.716,,7.852,0.816
New Zealand,NZL,1967,,-8.688,,,5.032,,3.845,-16.556
New Zealand,NZL,1968,,-5.886,,,2.751,,4.923,14.198
New Zealand,NZL,1969,,2.545,,,3.87,,-1.164,2.471
New Zealand,NZL,1970,,0.071,,,17.54,,8.887,-4.069
New Zealand,NZL,1971,,-11.056,27.027,,3.291,,13.603,-1.335
New Zealand,NZL,1972,,2.47,81.206,,7.659,,6.049,0.08
New Zealand,NZL,1973,,13.297,16.243,,5.703,,-1.1,-1.114
New Zealand,NZL,1974,,2.949,45.591,,-3.807,,0.611,41.571
New Zealand,NZL,1975,,-5.893,9.937,,-3.173,,9.709,1.54
New Zealand,NZL,1976,,3.046,184.176,,2.739,,-6.989,-2.872
New Zealand,NZL,1977,,-4.762,66.267,,0.036,,-5.025,-4.428
New Zealand,NZL,1978,,-7.759,-5.662,,-4.198,,6.382,1.396
New Zealand,NZL,1979,,-10.841,-35.874,,0.97,,17.777,-7.348
New Zealand,NZL,1980,,2.855,-9.191,,-3.964,,4.995,6.026
New Zealand,NZL,1981,,-0.369,25.635,,-5.363,,1.627,-1.991
New Zealand,NZL,1982,,-1.969,86.027,,-0.008,,-6.991,1.836
New Zealand,NZL,1983,,10.805,8.632,,-3.864,,7.908,1.095
New Zealand,NZL,1984,,-6.994,29.242,,1.5,,3.166,9.121
New Zealand,NZL,1985,,-7.663,28.804,,-5.27,,-3.283,-7.049
New Zealand,NZL,1986,,14.928,21.713,,-8.117,,12.126,4.307
New Zealand,NZL,1987,,-16.535,-3.525,,18.762,,-0.765,-0.291
New Zealand,NZL,1988,,8.363,10.084,,-2.694,,4.716,0.534
New Zealand,NZL,1989,,8.874,-44.336,,1.461,,-1.758,27.884
New Zealand,NZL,1990,,-2.832,85.183,,11.089,,2.777,15.375
New Zealand,NZL,1991,,-4.65,8.762,,1.708,,-1.254,6.771
New Zealand,NZL,1992,,10.114,5.819,,2.341,,-7.87,-0.864
New Zealand,NZL,1993,,-1.487,-2.46,,0.364,42.69,11.379,4.422
New Zealand,NZL,1994,,-5.474,-6.266,,14.754,2.459,9.978,-5.084
New Zealand,NZL,1995,,0.277,-4.572,,8.54,0,6.571,-2.01
New Zealand,NZL,1996,,-1.447,13.981,,1.551,724.301,-4.91,-2.093
New Zealand,NZL,1997,,7.955,7.72,,4.596,63.262,-11.171,3.5
New Zealand,NZL,1998,,-8.819,-11.84,,1.595,62.354,8.862,13.545
New Zealand,NZL,1999,,2.447,14.319,,1.171,76.681,-9.478,7.247
New Zealand,NZL,2000,,-5.242,6.368,,2.172,208.282,6.612,5.147
New Zealand,NZL,2001,,23.847,5.511,,0.73,14.872,-11.846,-5.63
New Zealand,NZL,2002,,-0.05,-4.529,,3.29,11.146,13.982,-4.526
New Zealand,NZL,2003,,44.324,-24.552,,6.122,-6.355,-5.635,-2.73
New Zealand,NZL,2004,,3.326,-8.754,,0.153,145.142,14.578,2.716
New Zealand,NZL,2005,,11.327,-7.737,,2.74,68.862,-14.905,12.188
New Zealand,NZL,2006,,-1.536,1.563,,0.978,0.638,0.418,6.496
New Zealand,NZL,2007,,-24.213,10.523,,0.929,48.512,-0.341,4.323
North America,,1984,76.7,7.596,6.858,10.998,3.528,143.253,1.911,18.391
North America,,1985,102.554,2.03,-2.629,16.953,-0.051,4.037,-2.834,0.901
North America,,1986,32.003,-1.532,-6.259,9.193,3.575,-23.297,1.559,10.702
North America,,1987,-25.192,4.453,5.563,9.741,2.415,-12.512,-6.043,12.363
North America,,1988,-13.365,4.74,5.009,14.57,3.919,-58.927,-5.626,0.236
North America,,1989,2655.673,1.163,6.073,-0.105,0.762,113442.76,5.895,15.136
North America,,1990,46.878,0.197,0.007,7.178,-1.648,32.108,3.711,16.719
North America,,1991,29.171,-1.085,2.172,7.437,-1.93,5.816,0.781,5.758
North America,,1992,-13.817,0.756,3.513,0.259,1.979,-0.234,-3.858,7.5
North America,,1993,16.264,2.969,2.775,0.727,0.725,4.014,5.848,3.431
North America,,1994,5.759,0.794,2.648,6.055,2.964,14.526,-3.288,0.083
North America,,1995,2.827,1.174,4.124,3.69,-0.456,-8.001,10.768,-1.901
North America,,1996,5.718,4.518,1.813,-0.517,3.466,2.223,9.006,2.241
North America,,1997,-1.372,2.212,0.744,-6.924,1.701,1.815,-0.336,1.697
North America,,1998,-0.711,1.3,-1.334,4.678,2.016,-7.716,-7.313,1.091
North America,,1999,-0.583,-0.333,1.096,7.619,2.409,50.397,2.475,0.914
North America,,2000,0.618,4.555,4.331,2.886,1.307,25.899,-4.569,0.463
North America,,2001,10.35,-2.436,-4.331,1.634,-0.151,19.775,-14.504,0.433
North America,,2002,4.373,0.852,3.85,0.653,-0.07,51.203,10.177,5.546
North America,,2003,0.79,1.188,-1.625,-2.513,1.779,9.625,-1.637,-0.875
North America,,2004,11.748,0.305,0.541,3.855,3.678,26.188,-0.61,0.85
North America,,2005,6.94,1.793,-0.813,-1.022,0.23,27.447,4.122,0.347
North America,,2006,9.706,-1.432,-0.591,0.601,-1.253,49.1,1.307,-1.052
North America,,2007,31.403,1.272,5.748,1.001,0.065,28.738,-5.212,1.155
North America,,2008,47.931,-1.836,0.795,-0.447,-5.629,56.729,4.014,-2.457
North America,,2009,30.321,-12.211,-1.139,-1.965,-5.071,35.686,-0.74,-0.37
North America,,2010,48.174,6.152,4.31,-0.14,2.045,28.158,-3.762,2.886
North America,,2011,61.264,-5.36,2.995,-1.716,-1.242,25.427,12.052,-0.02
North America,,2012,85.49,-11.344,3.924,-2.948,-1.931,17.311,-6.323,0.837
North America,,2013,75.61,3.425,3.504,2.912,1.088,16.858,-0.58,3.924
North America,,2014,77.778,-0.461,2.432,0.481,0.331,9.009,-1.933,1.387
North America,,2015,34.087,-12.605,2.571,-0.962,1.304,11.968,-3.18,-0.435
North America,,2016,37.654,-8.185,0.45,0.2,0.815,17.796,2.476,-0.35
North America,,2017,39.688,-1.777,-0.316,-0.65,0.527,9.848,5.75,-0.617
North America,,2018,21.642,-5.137,9.67,-0.123,1.934,6.954,-2.697,-2.973
North America,,2019,23,-14.435,3.103,-0.317,-0.889,9.912,-4.725,-2.429
North America,,1966,,4.501,7.821,50.42,5.024,,4.642,5.474
North America,,1967,,-1.782,5.27,37.254,4.196,,9.121,0.082
North America,,1968,,3.76,7.268,71.789,6.941,,1.299,10.463
North America,,1969,,0.213,8.093,7.685,5.335,,11.426,4.381
North America,,1970,,-0.487,5.62,57.928,4.32,,1.562,0.054
North America,,1971,,-5.298,3.311,84.989,3.437,,5.31,2.147
North America,,1972,,3.623,1.777,44.555,7.921,,5.92,12.594
North America,,1973,,7.187,-0.164,60.762,5.599,,2.806,7.914
North America,,1974,,-2.126,-2.991,30.587,-3.027,,9.284,3.556
North America,,1975,,-0.053,-7.195,44.17,-1.545,,-2.019,-2.851
North America,,1976,,7.618,1.818,12.579,7.28,,-0.783,17.652
North America,,1977,,4.017,-1.334,32.873,5.052,,-10.499,5.645
North America,,1978,,-2.175,0.989,10.923,-0.394,,15.607,4.809
North America,,1979,,8.384,3.698,-5.68,-1.155,,1.909,6.48
North America,,1980,,3.461,-1.645,-0.491,-5.954,,0.364,2.671
North America,,1981,,2.997,-2.059,8.178,-5.799,,1.288,4.74
North America,,1982,,-3.042,-5.398,2.721,-5.247,,7.019,-1.321
North America,,1983,,3.856,-5.611,6.474,-1.262,,4.883,11.403
North Macedonia,MKD,2011,4384.018,14.208,15.695,,3.613,,-41.412,
North Macedonia,MKD,2012,140.309,-5.871,3.768,,-3.351,,-27.795,
North Macedonia,MKD,2013,217.224,-16.35,13.206,,-2.4,,51.242,
North Macedonia,MKD,2014,57.948,-7.471,-14.211,,-0.782,,-24.277,
North Macedonia,MKD,2015,56.205,-9.835,0.732,,7.211,69.96,53.656,
North Macedonia,MKD,2016,4.247,-9.811,57.251,,12.232,-9.88,1.122,77.159
North Macedonia,MKD,2017,-0.374,9.301,28.597,,-4.825,0.317,-41.827,42.224
North Macedonia,MKD,2018,-4.615,-9.651,-7.766,,-4.255,-12.411,60.4,4.234
North Macedonia,MKD,2019,1.55,22.04,16.434,,8.366,4.205,-35.279,1.572
North Macedonia,MKD,1991,,0.432,,,-10.475,,72.709,
North Macedonia,MKD,1992,,-0.587,,,7.721,,0,
North Macedonia,MKD,1993,,0.497,,,7.567,,-38.443,
North Macedonia,MKD,1994,,3.876,,,-22.326,,33.142,
North Macedonia,MKD,1995,,3.142,,,-5.948,,15.252,
North Macedonia,MKD,1996,,-3.246,,,52.033,,6.117,
North Macedonia,MKD,1997,,-6.469,,,-16.171,,5.882,
North Macedonia,MKD,1998,,29.298,,,-10.001,,20.333,
North Macedonia,MKD,1999,,-12.79,85,,0.007,,28.255,
North Macedonia,MKD,2000,,-8.38,62.162,,1.743,,-15.767,
North Macedonia,MKD,2001,,10.569,33.333,,-18.077,,-46.843,
North Macedonia,MKD,2002,,-13.064,2.5,,12.92,,20.146,
North Macedonia,MKD,2003,,15.144,-10.976,,-3.241,,80.342,
North Macedonia,MKD,2004,,-4.971,-2.715,,1.883,,7.173,
North Macedonia,MKD,2005,,3.767,6.914,,2.971,,0.038,
North Macedonia,MKD,2006,,-2.824,7.093,,5.173,,9.894,
North Macedonia,MKD,2007,,2.613,27.595,,8.488,,-39.17,
North Macedonia,MKD,2008,,2.484,13.702,,-9.815,,-17.348,
North Macedonia,MKD,2009,,-10.312,-33.743,,4.633,,50.257,
North Macedonia,MKD,2010,,-3.169,48.12,,-3.693,,90.243,
Norway,NOR,2001,-0.649,-10.886,-7.329,,13.47,-5.39,-15.61,-1.037
Norway,NOR,2002,-0.645,-13.278,6.724,,-3.19,34.404,6.703,-2.593
Norway,NOR,2003,16.231,-2.362,7.744,,3.225,461.364,-18.99,31.154
Norway,NOR,2004,-0.637,12.903,5.744,,-2.128,17.321,2.473,8.095
Norway,NOR,2005,-0.633,-14.603,-8.466,,-0.321,94.136,23.946,-7.829
Norway,NOR,2006,13.796,-14.219,-1.475,,2.275,24.647,-12.58,15.784
Norway,NOR,2007,-0.625,9.967,-3.019,,-0.604,39.375,11.269,-1.137
Norway,NOR,2008,3.578,3.054,2.861,,-1.413,1.719,3.385,2.211
Norway,NOR,2009,3.412,-20.393,-4.466,,0.973,6.349,-10.453,-43.174
Norway,NOR,2010,4.55,36.325,-0.529,,4.145,-10.583,-7.383,50.612
Norway,NOR,2011,4.298,10.972,-1.511,,-2.809,45.071,2.405,-2.054
Norway,NOR,2012,4.071,-3.107,-0.446,,-0.998,19.923,17.115,-4.418
Norway,NOR,2013,9.449,-5.248,-0.693,,1.853,20.78,-10.129,20.741
Norway,NOR,2014,17.658,9.538,8.237,,-6.133,17.157,5.052,-35.239
Norway,NOR,2015,14.83,-10.377,4.84,,1.844,12.766,0.772,-1.366
Norway,NOR,2016,76.56,2.68,-3.043,,-4.565,-16.373,3.112,-9.523
Norway,NOR,2017,70.227,4.54,4.856,,-0.954,34.1,-0.911,-10.401
Norway,NOR,2018,107.735,-2.342,-2.223,,4.31,35.05,-2.66,-3.346
Norway,NOR,2019,31.677,0.619,0.247,,-6.27,42.312,-10.214,27.116
Norway,NOR,1966,,-7.927,,,12.879,,-1.432,
Norway,NOR,1967,,4.986,,,3.534,,9.349,
Norway,NOR,1968,,1.789,,,11.23,,12.953,
Norway,NOR,1969,,11.411,,,9.927,,-4.707,
Norway,NOR,1970,,2.148,,,12.57,,0.762,
Norway,NOR,1971,,-5.96,,,-1.054,,9.405,
Norway,NOR,1972,,8.577,,,4.741,,6.597,
Norway,NOR,1973,,7.503,,,1.606,,8.084,
Norway,NOR,1974,,10.868,,,-9.013,,5.119,
Norway,NOR,1975,,-4.918,,,3.523,,0.957,
Norway,NOR,1976,,-3.515,,,10.608,,5.952,
Norway,NOR,1977,,-13.898,,,-1.486,,-12.096,
Norway,NOR,1978,,3.06,67.93,,11.25,,12.057,
Norway,NOR,1979,,24.531,14.236,,-0.551,,9.903,
Norway,NOR,1980,,-7.433,7.447,,-3.387,,-5.733,
Norway,NOR,1981,,0.178,22.914,,-7.049,,11.028,
Norway,NOR,1982,,-3.823,7.94,,-3.908,,-0.361,
Norway,NOR,1983,,6.533,12.58,,-1.798,,14.259,
Norway,NOR,1984,,12.137,-3.788,,3.934,,0.203,
Norway,NOR,1985,,-0.408,5.413,,4.927,,-3.324,
Norway,NOR,1986,,-10.88,10.177,,7.237,,-6.038,420
Norway,NOR,1987,,-3.39,10.085,,-0.33,,7.351,-19.231
Norway,NOR,1988,,2.658,25.943,,-6.11,,5.407,28.571
Norway,NOR,1989,,-12.386,10.758,,1.156,,8.767,7.407
Norway,NOR,1990,,-6.349,5.905,,-3.766,,2.318,634.483
Norway,NOR,1991,,-11.001,12.663,,-7.468,,-9.089,-1.878
Norway,NOR,1992,,0.465,7.632,,3.02,,5.935,8.612
Norway,NOR,1993,,8.141,5.2,,5.654,,2.196,7.048
Norway,NOR,1994,,12.746,7.353,,2.034,,-6.366,11.111
Norway,NOR,1995,,9.181,0.951,,-1.13,,8.856,7.037
Norway,NOR,1996,,-0.556,8.556,,7.087,,-14.538,4.844
Norway,NOR,1997,,-0.769,15.486,,1.363,,5.693,-20.462
Norway,NOR,1998,,8.521,2.135,,0.193,,5.4,12.033
Norway,NOR,1999,,-6.295,-4.475,,-0.859,,4.969,1.111
Norway,NOR,2000,,2.424,12.265,,-7.339,111.537,16.769,-6.227
Oman,OMN,2014,-0.599,-20.427,-1.927,,2.837,,,
Oman,OMN,2015,206.498,37.637,8.058,,0.573,,,
Oman,OMN,2016,-0.081,11.952,-0.567,,2.383,,,
Oman,OMN,2017,-0.588,37.921,2.208,,29.591,,,
Oman,OMN,2018,0.384,-1.938,6.983,,17.012,,,
Oman,OMN,2019,-0.369,120.663,0.138,,3.859,,,
Oman,OMN,1995,,-45.66,22.332,,10.047,,,
Oman,OMN,1996,,-36.092,9.26,,-3.697,,,
Oman,OMN,1997,,704.146,15.61,,-11.988,,,
Oman,OMN,1998,,43.583,4.274,,0.486,,,
Oman,OMN,1999,,-88.052,7.089,,27.848,,,
Oman,OMN,2000,,4250.177,63.035,,6.758,,,
Oman,OMN,2001,,-43.525,9.908,,11.529,,,
Oman,OMN,2002,,138.17,4.753,,16.946,,,
Oman,OMN,2003,,-100,7.889,,-4.105,,,
Oman,OMN,2005,,-60.678,25.043,,11.469,,,
Oman,OMN,2006,,880.012,11.667,,4.139,,,
Oman,OMN,2007,,-77.182,1.172,,-3.549,,,
Oman,OMN,2008,,70.875,9.725,,35.523,,,
Oman,OMN,2009,,16.739,2.668,,-4.545,,,
Oman,OMN,2010,,2016.057,18.821,,14.287,,,
Oman,OMN,2011,,-65.65,11.13,,5.568,,,
Oman,OMN,2012,,203.396,8.686,,8.487,,,
Oman,OMN,2013,,45.471,10.1,,15.291,,,
Oman,OMN,1979,,,68.224,,3.428,,,
Oman,OMN,1980,,,26.944,,-24.753,,,
Oman,OMN,1981,,,17.87,,-1.745,,,
Oman,OMN,1982,,,9.406,,49.341,,,
Oman,OMN,1983,,,24.208,,-22.822,,,
Oman,OMN,1984,,,25.683,,62.373,,,
Oman,OMN,1985,,,27.319,,-12.705,,,
Oman,OMN,1986,,,16.904,,-28.867,,,
Oman,OMN,1987,,,12.025,,13.617,,,
Oman,OMN,1988,,,0.63,,-8.603,,,
Oman,OMN,1989,,,3.779,,30.29,,,
Oman,OMN,1990,,,8.073,,48.961,,,
Oman,OMN,1991,,,1.386,,64.234,,,
Oman,OMN,1992,,,9.305,,-11.701,,,
